CropSurveyDate,Latitude,Longitude
2018-09-30,13.72014235,76.78913852
2018-09-30,13.738699243403971,76.81534945964813
2018-09-29,13.55951039,76.92089761
2018-09-29,13.55951049,76.92089771
2018-09-30,13.719814354553819,76.80792979896069
2018-09-30,13.718273006379604,76.81330159306526
2018-09-30,13.61535231,76.90093939
2018-09-30,13.57690785,76.90728701
2018-09-30,13.57687464,76.90729389
2018-09-30,13.73826208524406,76.81447681970894
2018-09-30,13.62936402,76.89335661
2018-09-30,13.74003628268838,76.81543872691691
2018-09-30,13.69185962,76.75618315
2018-09-30,13.69155474,76.75619938
2018-09-29,13.64994025,76.89001859
2018-09-30,13.14404072,76.96858867
2018-09-30,13.16575614,76.94156724
2018-09-30,13.16857274,76.96430583
2018-09-30,13.16617256,76.94091325
2018-09-30,13.16575159,76.94157347
2018-09-30,13.16438991,76.94121177
2018-09-30,13.16378772,76.94226366
2018-09-30,13.16478917,76.93906459
2018-09-30,13.171079999999998,76.90461499999999
2018-09-30,13.17606321,76.96760391
2018-09-29,13.167333333333334,76.88764833333333
2018-09-30,13.170228333333334,76.90563999999999
2018-09-30,13.171748333333335,76.90454
2018-09-30,13.171831666666666,76.904995
2018-09-30,13.17312123,76.96390473
2018-09-30,13.17686895,76.96648245
2018-09-30,13.17683117,76.96648279
2018-09-30,13.17642774,76.96741847
2018-09-30,13.17607777,76.96763056
2018-09-30,13.17686083,76.96647267
2018-09-29,13.16897958,76.93495103
2018-09-30,13.172501666666669,76.90922333333333
2018-09-30,13.16580356,76.93658446
2018-09-30,13.16615583,76.93979327
2018-09-30,13.1661546,76.93979449
2018-09-30,13.16399102,76.94195257
2018-09-30,13.16378372,76.94226593
2018-09-30,13.16410838,76.94183645
2018-09-30,13.168513333333332,76.90398833333333
2018-09-30,13.16740225,76.93463613
2018-09-30,13.1654935,76.93696404
2018-09-30,13.16478906,76.93906497
2018-09-30,13.16479019,76.93906452
2018-09-30,13.17185,76.90550666666667
2018-09-30,13.171085000000001,76.90531
2018-09-30,13.58588924,77.13522546
2018-09-30,13.554860134609044,77.08994597196579
2018-09-30,13.554913024418056,77.08813514560461
2018-09-30,13.55425269,77.16664235
2018-09-30,13.554675816558301,77.08910090848804
2018-09-30,13.55371621,77.16618087
2018-09-30,13.539077487630282,77.10621719507895
2018-09-30,13.554955143481493,77.08797899074852
2018-09-30,13.57562156,77.1404312
2018-09-30,13.57660587,77.13407098
2018-09-30,13.57434742,77.14183254
2018-09-30,13.55518028140068,77.08898498676717
2018-09-30,13.554665674455464,77.08910736255348
2018-09-30,13.554663327522576,77.08910551853478
2018-09-30,13.555345279164612,77.08789441734552
2018-09-29,13.51385474,77.1898829
2018-09-29,13.51384755,77.18987819
2018-09-30,13.523331666666666,77.17435166666668
2018-09-29,13.51385325,77.18987798
2018-09-29,13.51380028,77.18992237
2018-09-30,13.57972053,77.13645403
2018-09-30,13.58589434,77.13524646
2018-09-30,13.56884402,77.11805014
2018-09-30,13.57734018,77.14415964
2018-09-30,13.57434125,77.14144144
2018-09-29,13.549069538712502,77.08801235072315
2018-09-29,13.51385586,77.1898718
2018-09-29,13.51380014,77.1899218
2018-09-29,13.58292383,77.12736117
2018-09-30,13.478719175665406,77.16106146664907
2018-09-30,13.478614033511487,77.1615888586824
2018-09-30,13.477610550077763,77.16125299723575
2018-09-30,13.474016412138925,77.16703887267953
2018-09-30,13.475800591120072,77.16682314568442
2018-09-30,13.479139094569035,77.1615684192138
2018-09-30,13.479206978851057,77.16124769018688
2018-09-30,13.54548349,77.08997255
2018-09-30,13.58245711,77.13610387
2018-09-30,13.57591664,77.14001516
2018-09-30,13.57591783,77.13999815
2018-09-29,13.479590362060598,77.16039860577314
2018-09-29,13.479292713001808,77.16220022333782
2018-09-29,13.47931710862425,77.16220165297113
2018-09-29,13.533980359211684,77.2016494964332
2018-09-30,13.53587200830606,77.10302209771982
2018-09-30,13.552220170386136,77.088508810848
2018-09-30,13.551245983690023,77.0901471376419
2018-09-30,13.478922295287045,77.1719924179835
2018-09-30,13.523355,77.17432833333334
2018-09-30,13.541259725742893,77.10192638843611
2018-09-30,13.540723417800445,77.10140669298755
2018-09-30,13.550068333333336,77.16421999999999
2018-09-29,13.547661666666666,77.16583833333334
2018-09-29,13.547536666666668,77.165915
2018-09-30,13.516285000000002,77.170555
2018-09-30,13.53819679,77.07774055
2018-09-29,13.53730344,77.07486199
2018-09-30,13.540798204723014,77.20586752683506
2018-09-30,13.54229989515844,77.20586751889124
2018-09-30,13.542511610790168,77.20613531342111
2018-09-29,13.567105,77.14204666666666
2018-09-30,13.540670622162505,77.2063290988047
2018-09-30,13.541056634605749,77.20650053546339
2018-09-30,13.54758122,77.08817675
2018-09-30,13.54792999,77.09118297
2018-09-29,13.57468504,77.04582619
2018-09-29,13.551171666666669,77.16479
2018-09-29,13.549511666666668,77.16612833333333
2018-09-30,13.54103403200886,77.20469189150171
2018-09-30,13.540849565384566,77.20411199336023
2018-09-29,13.551160000000001,77.16520166666666
2018-09-30,13.55561593,77.1699288
2018-09-30,13.56982147,77.11553834
2018-09-30,13.5539659,77.1674444
2018-09-29,13.538708668202162,77.19661725685
2018-09-29,13.537952536717057,77.19753205776215
2018-09-30,13.53745059144957,77.20503623417245
2018-09-30,13.535831809597076,77.20361151072501
2018-09-30,13.565783333333332,77.11169833333334
2018-09-30,13.53681512,77.07717175
2018-09-30,13.53671987,77.07718301
2018-09-30,13.552210237830877,77.08851048722863
2018-09-30,13.555186274461448,77.08899294957519
2018-09-30,13.53818392,77.0779495
2018-09-30,13.53680351,77.07717521
2018-09-30,13.51787564,77.20184165
2018-09-30,13.51787648,77.2018419
2018-09-30,13.51787606,77.20184293
2018-09-29,13.58176354,77.12971596
2018-09-29,13.5820906,77.12946184
2018-09-30,13.529793333333336,77.11023333333333
2018-09-30,13.552248585037887,77.08851870149374
2018-09-30,13.552223187871277,77.08850830793381
2018-09-30,13.54517389,77.08937255
2018-09-30,13.54619948,77.09029799
2018-09-30,13.54062584918429,77.20516680445974
2018-09-30,13.540628098453741,77.20516388772621
2018-09-29,13.534993808716536,77.19448951072991
2018-09-30,13.549641666666666,77.16401666666667
2018-09-30,13.52002535,77.18513636
2018-09-30,13.52002565,77.1851363
2018-09-30,13.52005967,77.18514665
2018-09-30,13.554864367470145,77.09016423672438
2018-09-30,13.555186274461448,77.08899294957519
2018-09-30,13.535158495968922,77.10106217006292
2018-09-30,13.55075,77.16913
2018-09-30,13.53671067,77.07719328
2018-09-29,13.51209697,77.19150028
2018-09-29,13.51208917,77.19149524
2018-09-29,13.51208696,77.19149677
2018-09-30,13.478877244058895,77.1609836493293
2018-09-30,13.53383458,77.07607895
2018-09-29,13.51391068,77.18941526
2018-09-29,13.51391374,77.18941205
2018-09-29,13.51391879,77.18942091
2018-09-30,13.478649186070188,77.16157093913282
2018-09-29,13.479172619478224,77.16253592714911
2018-09-30,13.554913024418056,77.08813514560461
2018-09-30,13.521866666666664,77.17415666666668
2018-09-30,13.52172,77.1738
2018-09-30,13.57822254,77.03768198
2018-09-30,13.522841666666666,77.17283666666667
2018-09-30,13.5342582037903,77.2010418932992
2018-09-30,13.541620343543721,77.20659765868385
2018-09-30,13.552215308882296,77.08851878531277
2018-09-30,13.52254684,77.12506997
2018-09-30,13.52254329,77.12506835
2018-09-30,13.52254337,77.125072
2018-09-30,13.51287479,77.19090037
2018-09-30,13.5128757,77.19089467
2018-09-30,13.51287931,77.19090045
2018-09-29,13.537803799845278,77.19752099364996
2018-09-29,13.560491666666667,77.19805
2018-09-30,13.56807928,77.11767838
2018-09-30,13.56794063,77.12253998
2018-09-30,13.480278316257259,77.17083636622687
2018-09-30,13.478918042583802,77.17197506102146
2018-09-30,13.56704936,77.11611202
2018-09-30,13.56692649,77.11656721
2018-09-30,13.552240622229874,77.08852750249207
2018-09-30,13.552263798192143,77.08851258270442
2018-09-30,13.548611666666666,77.171395
2018-09-30,13.547435,77.17260166666667
2018-09-30,13.47890817839991,77.17200808170023
2018-09-30,13.56807658,77.11767623
2018-09-29,13.533558133996241,77.20099683340442
2018-09-29,13.571368333333332,77.19267666666666
2018-09-29,13.557821666666666,77.19854333333333
2018-09-29,13.51432874,77.19158359
2018-09-29,13.51432941,77.19158442
2018-09-29,13.5143287,77.19158134
2018-09-30,13.549009999999999,77.17267333333332
2018-09-30,13.547973333333335,77.17465666666666
2018-09-30,13.548525,77.17136666666667
2018-09-30,13.548393333333335,77.17132833333334
2018-09-30,13.549133333333335,77.17179666666667
2018-09-30,13.549131666666664,77.17196833333334
2018-09-30,13.549003333333333,77.17264833333334
2018-09-30,13.54764385,77.09032621
2018-09-30,13.548926666666667,77.17151833333334
2018-09-29,13.5142478,77.19161223
2018-09-29,13.51424084,77.19161531
2018-09-29,13.51424061,77.19161505
2018-09-30,13.528393333333334,77.10836166666667
2018-09-30,13.529108333333333,77.10943999999999
2018-09-29,13.479249694525956,77.1622211962525
2018-09-29,13.478922183025064,77.162438091814
2018-09-29,13.47833479371021,77.16242522346846
2018-09-29,13.478351362539971,77.16242773310333
2018-09-29,13.475496292869709,77.16173003371085
2018-09-30,13.52974709,77.12910506
2018-09-30,13.54479278,77.08974341
2018-09-30,13.54698075,77.09053477
2018-09-30,13.478893454191898,77.16095743664606
2018-09-30,13.478879394827647,77.16097063171262
2018-09-30,13.478704929053489,77.1610540492626
2018-09-30,13.478712751269322,77.16108869318808
2018-09-30,13.47859932796365,77.16153199199351
2018-09-30,13.473779080243599,77.16633492041586
2018-09-30,13.47403696748907,77.16700879149391
2018-09-30,13.474029370851712,77.16701774753452
2018-09-29,13.51334738,77.1898877
2018-09-29,13.51334902,77.1898843
2018-09-29,13.513349,77.18988513
2018-09-30,13.537610536257855,77.10490587111539
2018-09-30,13.542031950985272,77.10293416230863
2018-09-30,13.576372035703043,77.0551682732515
2018-09-30,13.548943852074444,77.08868147805333
2018-09-30,13.548945905640721,77.0886745210737
2018-09-30,13.56790466,77.12083837
2018-09-30,13.478725226454431,77.16105165360686
2018-09-30,13.478616655242638,77.1616221838627
2018-09-30,13.477633492083275,77.16121429581915
2018-09-30,13.517888333333334,77.16812166666666
2018-09-30,13.477629673731121,77.16124527298687
2018-09-30,13.575894646346569,77.09277922287583
2018-09-30,13.480300660171762,77.1708252302615
2018-09-30,13.51547361,77.18506062
2018-09-30,13.51547872,77.18506023
2018-09-30,13.51547105,77.1850537
2018-09-30,13.478902868027744,77.17198882793963
2018-09-29,13.533452081346065,77.19777289369726
2018-09-30,13.533291245694858,77.20400511811826
2018-09-30,13.533582108263511,77.20432788818205
2018-09-30,13.532264859548999,77.2046509478619
2018-09-30,13.533310334046538,77.20632470565822
2018-09-30,13.535443000510925,77.20076557719862
2018-09-30,13.517725,77.17156833333334
2018-09-30,13.56896866,77.11698207
2018-09-29,13.479139352696162,77.1625228239215
2018-09-29,13.475476185767368,77.1616471513354
2018-09-29,13.475877643159054,77.16170514313328
2018-09-30,13.51527343,77.18511531
2018-09-30,13.51529275,77.18514501
2018-09-30,13.51529116,77.18515309
2018-09-30,13.480313752416174,77.17083449653954
2018-09-30,13.51569257,77.18480936
2018-09-30,13.51569364,77.18481161
2018-09-30,13.51569364,77.1848117
2018-09-30,13.57419591,77.04492222
2018-09-29,13.477982381658508,77.1626875034494
2018-09-29,13.475487637417592,77.16173330534666
2018-09-29,13.475850571745989,77.16171945377252
2018-09-29,13.479263800153076,77.1622085889594
2018-09-29,13.478336279837562,77.16244799494277
2018-09-29,13.477997127258302,77.16269516500165
2018-09-30,13.48030560023773,77.17082128369582
2018-09-30,13.48029836893628,77.17081029538463
2018-09-29,13.51539687719196,77.19301337376237
2018-09-30,13.51748,77.16898166666667
2018-09-30,13.52015028,77.20830784
2018-09-30,13.538951376332713,77.20489497581045
2018-09-30,13.552226917818189,77.0885223057121
2018-09-30,13.552236431278288,77.08854862488806
2018-09-30,13.5103371,77.19069328
2018-09-30,13.51040189,77.19060238
2018-09-30,13.51041799,77.19060851
2018-09-30,13.56475,77.11332
2018-09-30,13.555374071002007,77.08802207373083
2018-09-30,13.56963526,77.11758736
2018-09-30,13.56940706,77.11792423
2018-09-30,13.52005601,77.20830707
2018-09-30,13.52006176,77.20830448
2018-09-30,13.552195527590811,77.08921465091407
2018-09-30,13.51969087,77.18651357
2018-09-30,13.51974255,77.18656153
2018-09-30,13.51973669,77.18655464
2018-09-30,13.54098671348998,77.20407430647667
2018-09-30,13.576123641187468,77.05516235031173
2018-09-30,13.478888516151018,77.1609502169202
2018-09-30,13.478731097082834,77.16104616028933
2018-09-30,13.478632191965973,77.16157947306009
2018-09-30,13.478600771451699,77.16154986833008
2018-09-30,13.47760328077795,77.1612547239559
2018-09-29,13.53012166,77.12965956
2018-09-30,13.478924908809581,77.17199364111814
2018-09-29,13.53127494,77.12935877
2018-09-29,13.53127488,77.12935902
2018-09-29,13.532839428487543,77.19690653316057
2018-09-29,13.532854728406027,77.19690658917875
2018-09-29,13.532589286335833,77.19731167911795
2018-09-30,13.478918437690306,77.17185990348871
2018-09-29,13.53012058,77.12966029
2018-09-29,13.53011302,77.12965819
2018-09-30,13.54548984,77.08778797
2018-09-30,13.476615413776498,77.16216623393338
2018-09-30,13.473988553562059,77.16703434783112
2018-09-30,13.521713333333333,77.17449
2018-09-29,13.53364834561944,77.19631450250745
2018-09-30,13.552246405743062,77.08851082250476
2018-09-30,13.57868291,77.03774913
2018-09-30,13.51064104,77.18995839
2018-09-30,13.51065074,77.18995706
2018-09-30,13.51064797,77.18995001
2018-09-30,13.50976804,77.19153171
2018-09-30,13.50977161,77.19151668
2018-09-30,13.50977441,77.19151173
2018-09-30,13.52143513,77.12471638
2018-09-30,13.52143287,77.12470233
2018-09-30,13.52143379,77.12470361
2018-09-29,13.479136527796566,77.16253703522462
2018-09-29,13.475488705991056,77.16176126377408
2018-09-29,13.516528937034309,77.19316215254366
2018-09-29,13.534636991098523,77.19700139947236
2018-09-29,13.539325031451881,77.19638239592314
2018-09-29,13.538499833084643,77.1967575699091
2018-09-29,13.538832594640553,77.19743365421891
2018-09-29,13.53652843,77.12863464
2018-09-30,13.478864054707541,77.16094503576097
2018-09-30,13.478704452914169,77.16101413317513
2018-09-30,13.5776592,77.03696602
2018-09-30,13.474035965548744,77.16700998463791
2018-09-29,13.51397635,77.191589
2018-09-29,13.51407323,77.19159123
2018-09-29,13.51407803,77.19155432
2018-09-30,13.57649665885101,77.05517409593598
2018-09-30,13.569303258862584,77.0530945934984
2018-09-30,13.568708731492631,77.0552661515272
2018-09-30,13.528666666666668,77.10842166666666
2018-09-29,13.567078333333333,77.14201833333333
2018-09-30,13.520143333333332,77.16847666666666
2018-09-30,13.52994102,77.12722808
2018-09-29,13.51630934,77.1894318
2018-09-29,13.51631786,77.18943832
2018-09-29,13.51631806,77.1894382
2018-09-30,13.57498653,77.04492739
2018-09-30,13.5752379,77.04503809
2018-09-30,13.57552406,77.04498216
2018-09-30,13.576724686679796,77.05521412207243
2018-09-30,13.51881092,77.18510335
2018-09-30,13.51879929,77.18510994
2018-09-30,13.51880246,77.18511329
2018-09-30,13.519495,77.16547833333334
2018-09-30,13.57999213,77.13627839
2018-09-30,13.5797457,77.13646651
2018-09-30,13.58428033,77.13573417
2018-09-30,13.518201666666668,77.16557666666667
2018-09-30,13.51545276,77.13399438
2018-09-30,13.51545326,77.13398961
2018-09-30,13.51545327,77.13398947
2018-09-29,13.58041197,77.12760135
2018-09-30,13.538548708059055,77.10451022731039
2018-09-29,13.5305944,77.13067222
2018-09-29,13.53058744,77.13066029
2018-09-29,13.52993692,77.12982841
2018-09-29,13.53056033,77.13040431
2018-09-29,13.53058243,77.13037069
2018-09-30,13.5874504,77.13659216
2018-09-30,13.58588214,77.13738955
2018-09-30,13.58120743,77.13559882
2018-09-30,13.52172681,77.12732175
2018-09-30,13.52179364,77.12733448
2018-09-30,13.52178987,77.12733644
2018-09-30,13.537989609069104,77.20635594677195
2018-09-29,13.57979029,77.12755157
2018-09-29,13.58015396,77.12759402
2018-09-30,13.57736292,77.14565274
2018-09-30,13.51789988,77.20183604
2018-09-30,13.51789977,77.20183597
2018-09-30,13.51790005,77.2018361
2018-09-30,13.538007589583593,77.20634400624043
2018-09-30,13.516953333333333,77.169575
2018-09-30,13.517911666666665,77.16551
2018-09-30,13.58131173,77.13741641
2018-09-30,13.58131033,77.13744456
2018-09-30,13.57425221,77.04547255
2018-09-30,13.58622218,77.13533247
2018-09-30,13.478948061333304,77.17197761314063
2018-09-30,13.552240538410842,77.08847385831177
2018-09-30,13.479168484609367,77.16122760117437
2018-09-30,13.478916894047446,77.16093995884734
2018-09-30,13.478712161640555,77.16105707682546
2018-09-30,13.47859073802829,77.16155621311854
2018-09-30,13.478611813369044,77.16154966400798
2018-09-30,13.47765874074231,77.16126964656945
2018-09-30,13.480294032308104,77.17083057115234
2018-09-30,13.480304784231745,77.17083512077039
2018-09-30,13.476597894200266,77.16216670627335
2018-09-30,13.476636604223804,77.16215415563931
2018-09-30,13.474029039893562,77.16697310889741
2018-09-30,13.474030802239513,77.16700044847205
2018-09-30,13.474034877915352,77.16698818885509
2018-09-30,13.475788845330893,77.16683169204427
2018-09-30,13.477384169795208,77.17038487640906
2018-09-30,13.539077487630282,77.10621719507895
2018-09-30,13.5820923,77.13657808
2018-09-30,13.57998399,77.13629122
2018-09-30,13.57426627,77.14146051
2018-09-30,13.57349393,77.07177979
2018-09-30,13.477656830732402,77.16129513518254
2018-09-30,13.49486482,77.21055157
2018-09-30,13.51795,77.17042666666666
2018-09-30,13.518198333333332,77.1704
2018-09-30,13.478963418027199,77.1719791365743
2018-09-29,13.58255353,77.12957579
2018-09-29,13.58015219,77.12759169
2018-09-29,13.57976321,77.12773599
2018-09-29,13.58067306,77.12796582
2018-09-29,13.58121209,77.1273959
2018-09-30,13.533564315506002,77.20200350352486
2018-09-30,13.533510886662214,77.20434768659698
2018-09-30,13.478942230509464,77.17198315044541
2018-09-30,13.47893280241898,77.1720355975715
2018-09-30,13.478931719472962,77.17199560641524
2018-09-29,13.58222595,77.1298414
2018-09-29,13.57756106,77.12891672
2018-09-29,13.566953333333334,77.14238999999999
2018-09-30,13.54577583,77.08746166
2018-09-30,13.535002531337025,77.20130277150282
2018-09-30,13.534751105940298,77.20141204839405
2018-09-29,13.49324895,77.19977752
2018-09-29,13.49353452,77.20047515
2018-09-30,13.53822588,77.07761023
2018-09-30,13.58599014,77.13768653
2018-09-30,13.57583007,77.14504751
2018-09-30,13.551378333333332,77.16513499999999
2018-09-30,13.57580187,77.13981434
2018-09-30,13.51504656,77.18443385
2018-09-30,13.51504625,77.18443626
2018-09-30,13.51504659,77.18443783
2018-09-30,13.575649170488333,77.05515931695554
2018-09-29,13.479177290193999,77.16253221408535
2018-09-29,13.479070823098978,77.16247916053094
2018-09-29,13.478334356674075,77.1624111438764
2018-09-29,13.478335178289301,77.1624204647547
2018-09-29,13.560633333333332,77.19885666666667
2018-09-29,13.566936666666667,77.14219499999999
2018-09-29,13.566918333333335,77.142225
2018-09-30,13.477621179095566,77.16126031756076
2018-09-30,13.474035965548744,77.16700998463791
2018-09-30,13.474019421259024,77.16699334070213
2018-09-30,13.474014898664423,77.16703637351108
2018-09-30,13.49728114,77.20145944
2018-09-30,13.57034176357353,77.05456805219568
2018-09-29,13.560551666666667,77.19852833333333
2018-09-29,13.560008333333334,77.19869333333332
2018-09-29,13.557944999999998,77.198705
2018-09-30,13.52849082,77.10449436
2018-09-30,13.552574180066586,77.08876823075116
2018-09-30,13.54774915,77.09115929
2018-09-29,13.49343143,77.20028128
2018-09-30,13.53810629317129,77.1050486957887
2018-09-30,13.535972732594923,77.10511799252369
2018-09-29,13.517913333333334,77.16985
2018-09-29,13.53059523,77.13000957
2018-09-30,13.55335462,77.16567308
2018-09-30,13.50976732,77.1904145
2018-09-30,13.50976201,77.19041134
2018-09-30,13.50976202,77.19041136
2018-09-30,13.50975034,77.19040646
2018-09-30,13.50974998,77.19041188
2018-09-30,13.50974999,77.19041212
2018-09-30,13.53681371,77.07716827
2018-09-30,13.53636269,77.07721663
2018-09-30,13.520959999999999,77.16785666666667
2018-09-30,13.521191666666668,77.16691333333333
2018-09-30,13.520729999999999,77.16607333333333
2018-09-30,13.518268333333333,77.16571166666667
2018-09-30,13.56902492,77.12059226
2018-09-30,13.49382008,77.20747762
2018-09-30,13.52041103,77.18425696
2018-09-30,13.52040637,77.18426268
2018-09-30,13.52041322,77.18427094
2018-09-30,13.4949116,77.20958741
2018-09-30,13.533337805911424,77.2063708025846
2018-09-30,13.54225225873222,77.10252792870631
2018-09-30,13.542248811465019,77.10253141323875
2018-09-30,13.542254361197038,77.10247998361564
2018-09-30,13.554864367470145,77.09016423672438
2018-09-30,13.554820991121233,77.0890978910029
2018-09-30,13.555207983590662,77.0885756984353
2018-09-30,13.554973541758955,77.08782652392983
2018-09-30,13.554740734398365,77.08983533084393
2018-09-30,13.554622172378004,77.08918707445264
2018-09-30,13.518171666666667,77.17049999999999
2018-09-30,13.469206210922705,76.92678695249778
2018-09-30,13.383063534301751,76.93880996469694
2018-09-30,13.38306344805704,76.93885023119131
2018-09-30,13.383077342979828,76.93885505659037
2018-09-30,13.4878804,76.94297598
2018-09-30,13.475148295579045,76.92704280790198
2018-09-30,13.49139737,76.94606342
2018-09-30,13.48958286,76.94738697
2018-09-30,13.49166422,76.94765717
2018-09-30,13.392524631623768,76.9388529351044
2018-09-30,13.382890622949393,76.93769304900661
2018-09-30,13.382874295131142,76.93770852990717
2018-09-30,13.382886367153226,76.93771760178635
2018-09-29,13.461315000000003,76.90807666666666
2018-09-30,13.464231666666668,76.90088333333333
2018-09-30,13.463561666666665,76.90066499999999
2018-09-29,13.504394999999999,76.83604833333334
2018-09-30,13.464025,76.90102
2018-09-30,13.467553333333335,76.89693833333334
2018-09-29,13.460385,76.906465
2018-09-29,13.460628333333334,76.90488833333333
2018-09-30,13.464491666666667,76.90797666666667
2018-09-30,13.465258333333335,76.90797833333333
2018-09-30,13.465354999999999,76.90801666666667
2018-09-30,13.468108333333332,76.90375999999999
2018-09-30,13.467876666666665,76.90236666666667
2018-09-30,13.465378333333335,76.90799999999999
2018-09-30,13.384491145061837,76.93873829681043
2018-09-30,13.384525735301672,76.93871441248481
2018-09-30,13.469965639019785,76.92629510174024
2018-09-30,13.474252277098142,76.92707396900137
2018-09-30,13.386042940424312,76.94012625257598
2018-09-30,13.386030212733392,76.94008700289517
2018-09-30,13.44776529,76.9410415
2018-09-30,13.466285000000001,76.90471666666667
2018-09-30,13.466293333333333,76.90443333333333
2018-09-30,13.392094839736375,76.93291120066009
2018-09-30,13.392041017789625,76.93287913273956
2018-09-30,13.392011897362863,76.93290359209098
2018-09-30,13.466001666666667,76.904895
2018-09-30,13.465881666666666,76.90513166666666
2018-09-30,13.466331666666667,76.90361666666666
2018-09-30,13.468733333333335,76.89884333333333
2018-09-30,13.465563333333334,76.90513333333334
2018-09-30,13.470652112289821,76.92526525796417
2018-09-30,13.465945,76.90351333333334
2018-09-30,13.49018717,76.9457423
2018-09-30,13.468316666666665,76.89957666666666
2018-09-30,13.48811601,76.94115272
2018-09-30,13.48811611,76.94115014
2018-09-30,13.48648433,76.94368252
2018-09-30,13.49112191,76.94788241
2018-09-29,13.460970000000001,76.90743833333333
2018-09-30,13.463523333333335,76.90069
2018-09-30,13.464073333333333,76.90100000000001
2018-09-29,13.461826666666665,76.90627500000001
2018-09-29,13.461174999999999,76.906345
2018-09-30,13.465354999999999,76.90801666666667
2018-09-29,13.461391666666668,76.90620166666666
2018-09-30,13.460041666666665,76.903565
2018-09-30,13.387694754122661,76.94019824926437
2018-09-30,13.463576666666665,76.90069166666667
2018-09-30,13.387709917017284,76.94017172283795
2018-09-30,13.387716681575624,76.94017085245413
2018-09-30,13.463747893531993,76.92973231519358
2018-09-30,13.470150763696655,76.9254827731547
2018-09-30,13.48754427,76.9402399
2018-09-30,13.48754662,76.94022724
2018-09-30,13.48421579,76.94282738
2018-09-30,13.473306803364272,76.92444778542293
2018-09-30,13.465875000000002,76.90509833333334
2018-09-30,13.387071815809854,76.94006929671448
2018-09-30,13.433330000000002,76.96429833333333
2018-09-30,13.49362975,76.94212036
2018-09-30,13.44824201,76.93889137
2018-09-30,13.62283823,77.09980847
2018-09-30,13.6185831,77.1025027
2018-09-30,13.61859489,77.10251238
